id,name,gender,birth_country,total_country_wins,award_year,category,age_at_award
429,Niels K. Jerne,male,United Kingdom,94,1984,The Nobel Prize in Physiology or Medicine,73
295,Niels Ryberg Finsen,male,Faroe Islands (Denmark),1,1903,The Nobel Prize in Physiology or Medicine,43
1043,NA,NA,NA,NA,2024,The Nobel Peace Prize,NA
402,Nikolaas Tinbergen,male,the Netherlands,20,1973,The Nobel Prize in Physiology or Medicine,66
220,Nikolay Nikolaevich Semenov,male,Russia,18,1956,The Nobel Prize in Chemistry,60
528,Norman Ernest Borlaug,male,USA,298,1970,The Nobel Peace Prize,56
135,Norman F. Ramsey,male,USA,298,1989,The Nobel Prize in Physics,74
196,Walter Norman Haworth,male,United Kingdom,94,1937,The Nobel Prize in Chemistry,54
667,Octavio Paz,male,Mexico,3,1990,The Nobel Prize in Literature,76
238,Odd Hassel,male,Norway,13,1969,The Nobel Prize in Chemistry,72
655,Odysseus Elytis,male,Crete,1,1979,The Nobel Prize in Literature,68
515,NA,NA,NA,NA,1954,The Nobel Peace Prize,NA
515,NA,NA,NA,NA,1981,The Nobel Peace Prize,NA
979,Olga Tokarczuk,female,Poland,8,2018,The Nobel Prize in Literature,56
847,Oliver E. Williamson,male,USA,298,2009,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,77
935,Oliver Hart,male,United Kingdom,94,2016,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,68
813,Oliver Smithies,male,United Kingdom,94,2007,The Nobel Prize in Physiology or Medicine,82
1055,Omar M. Yaghi,male,Jordan,1,2025,The Nobel Prize in Chemistry,60
893,NA,NA,NA,NA,2013,The Nobel Peace Prize,NA
808,Orhan Pamuk,male,Turkey,3,2006,The Nobel Prize in Literature,54
829,Osamu Shimomura,male,Japan,27,2008,The Nobel Prize in Chemistry,80
549,Oscar Arias Sánchez,male,Costa Rica,1,1987,The Nobel Peace Prize,47
210,Otto Paul Hermann Diels,male,Germany,78,1950,The Nobel Prize in Chemistry,74
202,Otto Hahn,male,Germany,78,1944,The Nobel Prize in Chemistry,65
331,Otto Loewi,male,Germany,78,1936,The Nobel Prize in Physiology or Medicine,63
312,Otto Fritz Meyerhof,male,Germany,78,1922,The Nobel Prize in Physiology or Medicine,38
48,Otto Stern,male,Germany,78,1943,The Nobel Prize in Physics,55
169,Otto Wallach,male,Germany,78,1910,The Nobel Prize in Chemistry,63
322,Otto Heinrich Warburg,male,Germany,78,1931,The Nobel Prize in Physiology or Medicine,48
73,Owen Chamberlain,male,USA,298,1959,The Nobel Prize in Physics,39
35,Owen Willans Richardson,male,United Kingdom,94,1928,The Nobel Prize in Physics,49
645,Pablo Neruda,male,Chile,2,1971,The Nobel Prize in Literature,67
622,Pär Fabian Lagerkvist,male,Sweden,30,1951,The Nobel Prize in Literature,60
53,Patrick Maynard Stuart Blackett,male,United Kingdom,94,1948,The Nobel Prize in Physics,51
912,Patrick Modiano,male,France,60,2014,The Nobel Prize in Literature,69
648,Patrick White,male,United Kingdom,94,1973,The Nobel Prize in Literature,61
679,Paul A. Samuelson,male,USA,298,1970,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,55
40,Paul Adrien Maurice Dirac,male,United Kingdom,94,1933,The Nobel Prize in Physics,31
254,Paul Berg,male,USA,298,1980,The Nobel Prize in Chemistry,54
764,Paul C. Lauterbur,male,USA,298,2003,The Nobel Prize in Physiology or Medicine,74
287,Paul D. Boyer,male,USA,298,1997,The Nobel Prize in Chemistry,79
302,Paul Ehrlich,male,Prussia,13,1908,The Nobel Prize in Physiology or Medicine,54
723,Paul Greengard,male,USA,298,2000,The Nobel Prize in Physiology or Medicine,75
476,"Paul Henri Benjamin Balluet d'Estournelles de Constant, Baron de Constant de Rebecque",male,France,60,1909,The Nobel Peace Prize,57
580,Paul Johann Ludwig Heyse,male,Prussia,13,1910,The Nobel Prize in Literature,80
281,Paul J. Crutzen,male,the Netherlands,20,1995,The Nobel Prize in Chemistry,62
